lat,lon,direction
39.7186173,-105.0604626,241
39.6534372,-104.9958175,0
39.6784369,-104.9653928,80
39.8898075,-105.0660505,142
39.8898428,-105.0659935,308
39.7224214,-105.1910618,37
39.7236693,-105.1898453,203
39.72287,-105.1885242,311
39.6973745,-105.0523658,28
39.7474389,-105.0557546,150
39.7112203,-104.8659097,218
39.7110871,-104.8471769,88
39.7109929,-104.8660419,160
39.7113744,-104.8473188,245
39.8896472,-105.0745744,206
39.8859245,-105.0755019,18
39.8884305,-105.0779204,273
39.8862918,-105.0741756,299
39.9116449,-105.0530061,177;177;176
39.9142465,-105.0462441,0
39.9143992,-105.0575673,0;0
39.8894251,-105.0763736,185;0;70;134;293;233
39.8882427,-105.0753663,0;71;142;212;285
39.887428,-105.0743319,0;71;141;208;284
39.8864854,-105.0760702,18
39.8875251,-105.0768907,37
39.8873274,-105.0754049,0;69;138;211;287
39.6785658,-104.9407685,0
39.8916611,-105.0651573,339
39.8898836,-105.0660071,103
39.8912728,-105.0652159,41
39.9125082,-105.0719187,94
39.5702382,-104.9605057,171
39.7401138,-105.1282416,84;82
39.7228175,-105.1323112,182;178
39.8378379,-104.714163,148
39.8378356,-104.7139582,332
39.7272009,-105.1096392,0;0
39.7402448,-105.0766386,86;96
39.7404032,-105.0626429,268;277
39.7404575,-105.0533184,249
39.7402836,-105.0533219,154
39.7111898,-105.0580094,270
39.7546997,-105.1095986,181
39.6602956,-104.9972199,65
39.5242353,-104.8720575,324
39.6535726,-104.9005753,340
39.7141092,-104.8227673,180
39.7829102,-105.1096531,178;175
39.7829226,-105.1095796,91
39.7829471,-105.1096799,265
39.8274187,-105.0532747,0
39.5456367,-105.0024603,306
39.592792,-104.7430018,102
39.6242336,-104.7375514,38
39.6097993,-104.7446317,320
39.5927223,-104.7416278,276
39.7413691,-105.1184767,0
39.7365701,-105.2451191,116
39.8854024,-104.9776556,0
39.6123641,-104.756511,105
39.5946025,-104.7493399,148
39.546312,-105.000249,129
39.5463086,-105.0001381,233
39.5661756,-105.0301134,80
39.7003366,-104.9080983,345
39.6184817,-105.0843225,65
39.6114199,-105.0572053,165
39.6894416,-104.8930073,330
39.6891985,-104.8878234,8
39.5934717,-104.8808787,195
39.5940945,-104.8810959,210
39.7243016,-105.1684212,292
39.6493661,-104.9421972,65
39.6512509,-104.9459914,84
39.7693512,-105.0251797,359
39.6268216,-104.7346535,223
39.6561918,-105.0493238,112
39.5216099,-104.6634814,237
39.6653846,-104.8480264,87
39.6670233,-104.8516404,1
39.7618785,-105.1462687,232
39.6056916,-104.7153563,188
39.6057136,-104.715368,36
39.5980799,-104.7022111,36
39.5980425,-104.7020631,63
39.8859083,-105.0770436,201
39.8635614,-105.0815545,89;98
39.638655,-104.8273656,278
39.6385107,-104.8272817,94
39.755002,-104.9951007,308
39.6250949,-105.0148415,42
39.6255588,-105.0160537,58
39.6238319,-105.0229318,186
39.5456425,-105.002439,267
39.9061895,-105.087837,50
39.9068216,-105.0886447,158
